"x","L_x","f_x","f_y"
0.7,0.8,0.13,0.3765
0.592108499578399,0.802099987400023,0.140787550044293,0.397411128709053
0.605239729702994,0.804199899200726,0.139469627063834,0.395052730438357
0.585905885193245,0.806299659805511,0.141395011653475,0.398507144054388
0.657939580913784,0.808399193623224,0.13418044245475,0.385067326180049
0.61712441047147,0.810498425070874,0.138247560286169,0.392873619300036
0.534543143973848,0.812597278576354,0.146488088367362,0.407139544084583
0.553513539323236,0.814695678581167,0.144570251189676,0.40404341426788
0.518634839320804,0.816793549543138,0.148034124805755,0.409652685516403
0.523107731063708,0.818890815939138,0.147559640889825,0.408953745255207
0.506233152327754,0.820987402267806,0.14921670609942,0.411559199322646
0.462930529653046,0.823083233052258,0.153513378266813,0.417854298707272
0.385170057762332,0.825178232842813,0.16125263845717,0.427746603990504
0.398750855512136,0.827272326219706,0.159854575373428,0.426149663284251
0.312672687019357,0.829365437795799,0.168419213243631,0.435335368618814
0.337540025834652,0.831457492219304,0.165886105403576,0.432910009643931
0.382333264548108,0.833548414176486,0.161357213336235,0.428073191222998
0.406532302507231,0.835638128394381,0.158884547899949,0.425209723052725
0.376933056188391,0.837726559643503,0.161788518291266,0.428688220672872
0.390018020290032,0.839813632740552,0.160420875935608,0.427182891577357
0.328907684437069,0.841899272551122,0.166469572816817,0.433772960267737
0.237192344922817,0.843983403992405,0.175575580302948,0.441560968726502
0.309051215780235,0.846065952035895,0.168320978039127,0.435673101903714
0.350116564468034,0.848146841710087,0.164142540378923,0.431612758692765
0.360882557317249,0.850225998103177,0.162990851839678,0.430464566973624
0.302122920347678,0.85230334636576,0.168788541020837,0.436308261150089
0.407744666801819,0.854378811713522,0.158144907850542,0.425061643004201
0.462504522810626,0.856452319429936,0.152584281019031,0.417913434956957
0.491122024000321,0.858523794868947,0.14963470831794,0.413819873631274
0.583511497730493,0.860593163457663,0.14030475841647,0.398927149802448
0.545406086373858,0.862660350699038,0.144021118533387,0.405379830141953
0.553129853519714,0.864725282174556,0.143151383816657,0.404107104771789
0.448270265729396,0.866787883546906,0.153536809167871,0.419858065329434
0.418547088239013,0.868848080562662,0.156405419671952,0.423722750238997
0.410052375998806,0.870905799054952,0.157148011493189,0.42477855734066
0.422788981378056,0.872960964946135,0.155764301104722,0.423187421583796
0.411669581762816,0.875013504250459,0.156763022528741,0.424579223317684
0.360618741355559,0.877063343076732,0.161751721156493,0.43049311850747
0.357190472344772,0.879110407630976,0.161974997631293,0.430862244969918
0.362702012225276,0.88115462421909,0.161301130116463,0.43026708754916
0.376821060934786,0.883195919249497,0.159763350581647,0.428700883205397
0.327889029908482,0.885234219235796,0.164527519897317,0.433873317609851
0.331099450044849,0.887269450799408,0.164074287038163,0.433555973127
0.344257327163256,0.889301540672216,0.1626231535373,0.432223033904162
0.383772938714991,0.891330415699204,0.158533093815127,0.427907749726509
0.465795511612751,0.893356002841091,0.150189187396349,0.417455181204212
0.466288056295276,0.895378229176958,0.149995135503476,0.417386317283456
0.44353834602679,0.897397021906875,0.15212216312684,0.420491060340573
0.413330768287152,0.899412308354523,0.154991833885547,0.424373651398073
0.432206530410379,0.901424015969807,0.152950029463585,0.421979627260593
0.367805988529296,0.903432072331469,0.159232716715319,0.429707813220298
0.367504071365335,0.905436405149698,0.159102405286473,0.429741113629485
0.314829991158539,0.907436942268729,0.164206176521089,0.435132311500067
0.384092213553445,0.909433611669441,0.157113186472901,0.427870975723142
0.450866560664956,0.911426341471952,0.150265855598697,0.419507901671123
0.400081372715149,0.913415059938204,0.155171352594606,0.425990234280954
0.335533386700864,0.915399695474547,0.161450006529289,0.433112601961357
0.386568211434061,0.917380176634316,0.156167259339861,0.427584752686301
0.437093814073684,0.919356432120404,0.150932317178658,0.421342349654778
0.403420650580993,0.921328390787825,0.154114137367662,0.425587766802721
0.35878972670398,0.923295981646282,0.158388622300008,0.430690489801753
0.274272397005653,0.925259133862715,0.16664863953711,0.438716197836116
0.193860721284189,0.927217776763857,0.174494986166598,0.444362703111476
0.174866508661745,0.929171839838775,0.176196484393388,0.445413255622268
0.227303014756867,0.93112125274141,0.170751811822388,0.442250000922366
0.115877427721237,0.933065945293106,0.181690252854779,0.447985863261706
0.089246781056288,0.935005847485144,0.184146107406295,0.448805251810664
0.21171877689302,0.936940889481253,0.171688608579193,0.443276273926639
0.126957727065356,0.93887100162013,0.179951328554865,0.44758226033076
0.146623167131559,0.940796114417946,0.17776831719164,0.446775247029047
0.177423963784123,0.94271615857085,0.174468691283742,0.44527811056127
0.139167053735807,0.944631064957458,0.178071760672629,0.447094879673174
0.121548269404073,0.946540764641348,0.179607945678498,0.447783902730731
0.161477926507752,0.948445188873537,0.175386218340554,0.446088731887614
0.101827427370672,0.950344269094959,0.181119442086596,0.448444676255261
0.0785757942610608,0.952237936938931,0.183209718399015,0.449073876683437
0.0848930814577594,0.954126124233614,0.182340045608114,0.448918974708091
0.0866526706138563,0.956008763004471,0.181923089355685,0.448873697201323
0.110920401331012,0.957885785476708,0.179252269537512,0.448154499685285
0.17760245761989,0.95975712407772,0.172336971657273,0.445268605057106
0.193575317210624,0.961622711439519,0.170489551895426,0.444379289485021
0.181961174876857,0.963482480401161,0.17139779477674,0.445033519625615
0.168263884185571,0.965336364011165,0.172511318995256,0.445753089791818
0.113457711571231,0.967184295529921,0.177732702006797,0.448069102152753
0.166936295679318,0.969026208432094,0.172122584094558,0.44581984097773
0.251560456469935,0.970862036409018,0.163394887458676,0.440507600511096
0.267300039471507,0.972691713371084,0.161552631790791,0.43928260333478
0.250022013815188,0.97451517345012,0.16300912447054,0.44062334889117
0.151217949535025,0.976332351001759,0.172615212835471,0.446569969760763
0.142127059443184,0.978143180607805,0.17324697999345,0.446969984846105
0.153165740711413,0.97994759707859,0.171862790664446,0.446481038380849
0.1881521125716,0.981745535455314,0.168080837410403,0.444689817380227
0.215345707627954,0.983536931012389,0.165075171503953,0.443043933930932
0.288503906233066,0.985321719259771,0.157470059490731,0.437514824413239
0.265659282332043,0.987099835945274,0.159462248604896,0.439413771856624
0.265679503224669,0.988871217056889,0.159164976792835,0.439412160234944
0.257950494630253,0.990635798825089,0.159639656206607,0.440019231348001
0.240194263396287,0.992393517725119,0.161114090932999,0.441346007374727
0.162763442604127,0.99414431047929,0.168553022482884,0.446026209262748
0.198621974589608,0.995888114059251,0.164660061489079,0.444082396681519
0.246895139308038,0.997624865688262,0.159522684869773,0.44085641852791
0.259740772447508,0.999354502843452,0.157925114017112,0.439880209669256
0.304348718403403,1.00107696325807,0.153148369499672,0.436105778640931
0.328313420889353,1.00279218492373,0.150433012001281,0.43383154464959
0.37365391193716,1.00450010609263,0.145577143420948,0.429057413114109
0.341298779717883,1.00620066527979,0.148487910090673,0.432527271444463
0.277715092547551,1.00789380126528,0.154518610374791,0.438431149105696
0.215909095831859,1.00957945309638,0.160368624975419,0.44300748935056
0.252405156806972,1.01125756008979,0.156385522458295,0.440443745522587
0.211544812944431,1.01292806183386,0.160135154412201,0.443287318817446
0.281429568448866,1.0145908981907,0.152807375799106,0.438119609700403
0.373857553557176,1.01624600929838,0.143222379024161,0.429034579447236
0.332787005088768,1.01789333557308,0.146984345880591,0.433387921386607
